#Samples have International Geo Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Other_Names,Locality_Description,Country,State_or_Province,City_or_Township,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
SSS024_Sediment,10.58052/IEWDR01RS,10.58052/IEPRS007S,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.8331,-120.7125,stream,Wenas Creek,W20,RC3_01,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-12,https://whondrs.pnnl.gov,regular URL
SSS025_Sediment,10.58052/IEWDR01RT,10.58052/IEPRS00U6,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.2752,-120.1377,stream,Satus Creek,S34R,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS026_Sediment,10.58052/IEWDR01RU,10.58052/IEPRS008F,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.3147,-120.1991,stream,Toppenish Creek,S36,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS027_Sediment,10.58052/IEWDR01RV,10.58052/IEPRS008E,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.2354,-120.4197,stream,Satus Creek,S32,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS028_Sediment,10.58052/IEWDR01RW,10.58052/IEPRS00U8,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.2902,-120.8717,stream,Unnamed Tributary,S42,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS029_Sediment,10.58052/IEWDR01RX,10.58052/IEPRS00U7,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.3111,-120.7891,stream,Toppenish Creek,S41R,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS030_Sediment,10.58052/IEWDR01RY,10.58052/IEPRS00U9,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.3656,-120.6704,stream,Toppenish Creek,S43,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS031_Sediment,10.58052/IEWDR01RZ,10.58052/IEPRS00UB,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.62141,-121.30271,stream,North Fork Tieton River,S47R,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS032_Sediment,10.58052/IEWDR01S0,10.58052/IEPRS00TV,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.6399,-121.2901,stream,Clear Creek,C21,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS033_Sediment,10.58052/IEWDR01S1,10.58052/IEPRS00UC,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.64568,-121.25106,stream,Indian Creek,S48R,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS034_Sediment,10.58052/IEWDR01S2,10.58052/IEPRS007Z,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.3966,-121.0977,stream,Cle Elum River,S18R,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS035_Sediment,10.58052/IEWDR01S3,10.58052/IEPRS007Y,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.3956,-121.104,stream,Cooper River,S17R,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS036_Sediment,10.58052/IEWDR01S4,10.58052/IEPRS007T,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.8674,-120.7743,stream,Wenas Creek,W10,RC3_02,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-12,https://whondrs.pnnl.gov,regular URL
SSS037_Sediment,10.58052/IEWDR01S5,10.58052/IEPRS008I,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.0168,-120.6496,stream,Satus Creek,S39,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS038_Sediment,10.58052/IEWDR01S6,10.58052/IEPRS008H,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.029,-120.6364,stream,Unnamed Tributary,S38,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS039_Sediment,10.58052/IEWDR01S7,10.58052/IEPRS008G,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.0284,-120.6115,stream,Satus Creek,S37,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-08,https://whondrs.pnnl.gov,regular URL
SSS040_Sediment,10.58052/IEWDR01S8,10.58052/IEPRS00UG,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.6833,-120.9404,stream,Tieton River,S54,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS041_Sediment,10.58052/IEWDR01S9,10.58052/IEPRS008J,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.7239,-120.8135,stream,Tieton River,S49R,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS042_Sediment,10.58052/IEWDR01SA,10.58052/IEPRS008L,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.7298,-120.8041,stream,Tieton River,S51,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-09,https://whondrs.pnnl.gov,regular URL
SSS043_Sediment,10.58052/IEWDR01SB,10.58052/IEPRS00U2,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.9006,-121.2466,stream,Bumping River,S11,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS044_Sediment,10.58052/IEWDR01SC,10.58052/IEPRS00TX,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.9754,-121.158,stream,Bumping River,S02,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS045_Sediment,10.58052/IEWDR01SD,10.58052/IEPRS00TW,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,46.976,-121.1579,stream,American River,S01,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-10,https://whondrs.pnnl.gov,regular URL
SSS046_Sediment,10.58052/IEWDR01SE,10.58052/IEPRS00U3,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.1683,-120.8346,stream,Teanaway River,S22RR,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS047_Sediment,10.58052/IEWDR01SF,10.58052/IEPRS0084,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.1857,-120.9213,stream,Yakima River,S23,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
SSS048_Sediment,10.58052/IEWDR01SG,10.58052/IEPRS00U5,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study and Second Spatial Study,47.0822,-120.7334,stream,Taneum Creek,S29,N/A,In stream site,United States,Washington,N/A,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),James Stegen, 2022-08-11,https://whondrs.pnnl.gov,regular URL
CM_009_RNA,10.58052/IEWDR01UT,10.58052/IEWDR01U4,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,37.7323106,-121.10824,stream,Stanislaus River,MP-102600,N/A,In stream site,United States,California,Ripon,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Nick Bouskill, 2023-04-16,https://whondrs.pnnl.gov,regular URL
CM_009_Sediment,10.58052/IEWDR01UU,10.58052/IEWDR01U4,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,37.7323106,-121.10824,stream,Stanislaus River,MP-102600,N/A,In stream site,United States,California,Ripon,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Nick Bouskill, 2023-04-16,https://whondrs.pnnl.gov,regular URL
